Вінницька обл.;Агрономічне;Агрономічна амбулаторія загальної практики сімейної медицини, с.Агрономічне, вул. Мічуріна, 12
Вінницька обл.;Агрономічне;МЦ «Діоніс», с. Агрономічне, вул. Елітна 6-в
Вінницька обл.;Бабчинці;"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ "" БАБЧИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ ЧЕРНІВЕЦЬКОГО РАЙОНУ ВІННИЦЬКОЇ ОБЛАСТІ, Україна, 24132, Вінницька обл., Чернівецький р-н, село Бабчинці, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ , будинок 1"
Вінницька обл.;Бар;Барська амбулаторія загальної практики сімейної медицини, Бар, вул. Буняковського, 4
Вінницька обл.;Бар;Барська центральна районна лікарня, м.Бар, вул. Каштанова, 34 В
Вінницька обл.;Бар;Поліклініка Лікарні центральної районної, Бар, Улица Люксембург Розы, 34
Вінницька обл.;Березина;Вінницький обласний центр профілактики та боротьби зі СНІДом, Винницкая область, с. Березина, Медгородок, 5
Вінницька обл.;Бершадь;"КНП ""Бершадська окружна лікарня інтенсивного лікування"", Бершадь, вул. Будкевича, 2"
Вінницька обл.;Бершадь;Лікарня інтенсивного лікування окружна, Бершадь, Улица Будкевича, 2
Вінницька обл.;Вапнярка;Вапнярська міська лікарня, Вапнярка, вул. Незалежності (колиш. Леніна), 196
Вінницька обл.;Вінниця;«Нейромед», м. Вінниця, вул. Київська 16а
Вінницька обл.;Вінниця;Doctor Derm Clinic, м. Вінниця, вул. Князів Коріатовичів, 70а
Вінницька обл.;Вінниця;Family Clinic, м. Вінниця, вул.О. Антонова, 29
Вінницька обл.;Вінниця;HairCheck, м.Вінниця, вул. Трамвайна, 3в
Вінницька обл.;Вінниця;PrincessVAB, консультативно-діагностичний центр, Винница, вул. Пирогова, 77
Вінницька обл.;Вінниця;Аллерго-імунологічний центр ім. Пухлика, м. Вінниця, вул. Хмельницьке шосе 101-А
Вінницька обл.;Вінниця;Альтамедика, м. Вінниця вул. Амосова, 7г
Вінницька обл.;Вінниця;Амбулаторія №3 ЦПМСД №3, м. ВІнниця, 4-й провулок Комарова, 2
Вінницька обл.;Вінниця;Амбулаторія загальної практики - сімейної медицини №1 Центру первинної медико-санітарної допомоги №1, Винница, Улица Москаленко Маршала, 42
